Timestamp,DeviceName,ActionType,FileName,FolderPath,SHA256,Account
"Jun 20, 2026 2:47:40 PM",WIN-TARGET-01,FileCreated,tor-shopping-list.lnk,C:\Users\user\AppData\Roaming\Microsoft\Windows\Recent\tor-shopping-list.lnk,c4387148972a3fb4ca81fc4c6a967b94750c5170201d5e44aee9e43de2498368,user
"Jun 20, 2026 2:47:39 PM",WIN-TARGET-01,FileCreated,tor-shopping-list.txt,C:\Users\user\Desktop\tor-shopping-list.txt,535208aaff973f5044c27d090f98269b4fe80543fa42bfabf92d104bc8794434,user
"Jun 20, 2026 2:40:29 PM",WIN-TARGET-01,FileCreated,TS_DiagnosticHistory.ps1,C:\Windows\Temp\SDIAG_daabe0f9-7b58-4191-9355-92923cf8517d\TS_DiagnosticHistory.ps1,00915c9baba87359a458d23e18f412647852a3260280a0d64af5e91307c01bce,user
"Jun 20, 2026 2:40:29 PM",WIN-TARGET-01,FileCreated,RS_UserDiagnosticHistory.ps1,C:\Windows\Temp\SDIAG_daabe0f9-7b58-4191-9355-92923cf8517d\RS_UserDiagnosticHistory.ps1,4ab9317a0aae09510c150918c1757c7492c93606268a5e33f56031c244632a5a,user
"Jun 20, 2026 2:40:29 PM",WIN-TARGET-01,FileCreated,RS_AdminDiagnosticHistory.ps1,C:\Windows\Temp\SDIAG_daabe0f9-7b58-4191-9355-92923cf8517d\RS_AdminDiagnosticHistory.ps1,659ebf584a5e0d31590d848ea13a3faff10c88f2d129baa3c2a1635be0e17613,user
"Jun 20, 2026 2:39:15 PM",WIN-TARGET-01,FileCreated,formhistory.sqlite,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\formhistory.sqlite,,user
"Jun 20, 2026 2:23:42 PM",WIN-TARGET-01,FileCreated,storage-sync-v2.sqlite,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage-sync-v2.sqlite,,user
"Jun 20, 2026 2:23:37 PM",WIN-TARGET-01,FileCreated,storage.sqlite,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Data\Browser\profile.default\storage.sqlite,,user
"Jun 20, 2026 2:23:19 PM",WIN-TARGET-01,FileCreated,Tor Browser.lnk,C:\Users\user\Desktop\Tor Browser\Tor Browser.lnk,7d0684221f69cb196c667eb01c46fc848e10294a569dd6c6d84802282ae31eb9,user
"Jun 20, 2026 2:23:13 PM",WIN-TARGET-01,FileCreated,tor.exe,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Tor\tor.exe,3480b027e2eeda0b6bfaf2f28bde7f3f7038ecf4de3c3862ee9536d1d8451537,user
"Jun 20, 2026 2:23:13 PM",WIN-TARGET-01,FileCreated,tor.txt,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Docs\Licenses\tor.txt,5dc29ea302cc75db6db4a7c88d7b5d4638b4e0f5f1d2e6d21ce71f707470b766,user
"Jun 20, 2026 2:23:13 PM",WIN-TARGET-01,FileCreated,Torbutton.txt,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Docs\Licenses\Torbutton.txt,73b2a217734a2b37ecc0a26e5ba7d429e729f41d98ef0c09caff92f69573b625,user
"Jun 20, 2026 2:23:13 PM",WIN-TARGET-01,FileCreated,Tor-Launcher.txt,C:\Users\user\Desktop\Tor Browser\Browser\TorBrowser\Docs\Licenses\Tor-Launcher.txt,d4fd98d01e1714e6b86f3b2c721e80f593387de8b10da690625039155fa2104c,user
"Jun 20, 2026 2:21:34 PM",WIN-TARGET-01,FileCreated,tor-browser-windows-x86_64-portable-15.0.16.exe,C:\Users\user\Downloads\tor-browser-windows-x86_64-portable-15.0.16.exe,f3228ceebef9a3fb82e97c41b93e3dde54eb643703781252683ec463f6f626fa,user
"Jun 20, 2026 2:21:30 PM",WIN-TARGET-01,FileRenamed,tor-browser-windows-x86_64-portable-15.0.16.exe,C:\Users\user\Downloads\tor-browser-windows-x86_64-portable-15.0.16.exe,f3228ceebef9a3fb82e97c41b93e3dde54eb643703781252683ec463f6f626fa,user
"Jun 20, 2026 2:20:25 PM",WIN-TARGET-01,FileCreated,editor.css,C:\Users\user\AppData\Local\Microsoft\OneDrive\26.106.0603.0003\WebAssets\static\views\editor.css,8945c683138cdc87323d6dd138f3d44bac4dee08a1bfd770a5b0b505307f5b0b,user
